51,,
Wavelength (nm),Abs,
649.9767456,0.005788323469,
648.953125,0.005821746308,
647.9291992,0.005745329428,
647.0513306,0.005486404523,
646.0268555,0.005406770855,
645.0020752,0.005579320714,
643.9769897,0.005484674592,
642.9515991,0.004966949578,
642.0724487,0.004846521188,
641.0465088,0.005631424487,
640.0202637,0.005744463764,
638.9937134,0.00492730923,
637.9668579,0.005608216859,
636.9396973,0.005536898039,
636.059021,0.005732345395,
635.031311,0.005589809269,
634.0032959,0.005839770194,
632.9749756,0.005492958706,
631.9463501,0.005918512587,
631.0643921,0.005697093904,
630.0352173,0.005856351927,
629.0057983,0.006051260512,
627.9760132,0.005995957181,
626.9459229,0.005995248444,
626.0628052,0.006405979395,
625.0321655,0.00618024217,
624.0012817,0.005780873355,
622.9700928,0.006037900224,
621.9385986,0.006071893033,
621.0541992,0.005912897177,
620.0221558,0.006352758501,
618.9898071,0.005722010974,
617.9572144,0.005990392994,
617.0718384,0.006092919968,
616.0386963,0.006105757318,
615.005249,0.006276011933,
613.9714966,0.006039999891,
612.937439,0.006061996799,
612.0509033,0.006162702572,
611.0162964,0.006300252862,
609.9814453,0.006663455162,
608.9462891,0.006792355794,
608.0587769,0.006753889378,
607.0231323,0.00671879109,
605.9871216,0.006612042431,
604.9508667,0.006954304408,
604.062439,0.006877740845,
603.0256348,0.007211605553,
601.9885864,0.007005889434,
600.9511719,0.007081054617,
600.0618286,0.006990447175,
599.0239258,0.006962485146,
597.9857788,0.007053191774,
596.9473267,0.007606154773,
596.0569458,0.007707878016,
595.0180054,0.007383452728,
593.9787598,0.00743303448,
592.939209,0.007374526933,
592.0479736,0.007084922399,
591.0078735,0.007621987257,
589.9675293,0.007453627419,
588.9269409,0.007601570804,
588.03479,0.007621776778,
586.9936523,0.007505113259,
585.9522095,0.007618694101,
585.0593872,0.007880132645,
584.0174561,0.007758419495,
582.9752808,0.007595432922,
581.9328003,0.008003989235,
581.0390015,0.008077033795,
579.9960327,0.007677787915,
578.9527588,0.008292941377,
578.0583496,0.007975091226,
577.0145874,0.008060050197,
575.97052,0.008255132474,
574.9262085,0.008479206823,
574.0308838,0.008560515009,
572.986084,0.008138615638,
571.940979,0.008581292816,
571.0449829,0.008702998981,
569.9993896,0.008443651721,
568.9535522,0.00850684382,
568.0568848,0.008652136661,
567.0105591,0.008674477227,
565.9639282,0.008982717991,
565.0665894,0.00891906023,
564.0194702,0.008819852956,
562.9721069,0.008709443733,
562.0741577,0.008929179981,
561.0262451,0.009036394767,
559.9781494,0.008790108375,
558.9297485,0.009161850438,
558.0308838,0.009159153327,
556.9819946,0.009087380953,
555.9328003,0.009419669397,
555.0333252,0.009092932567,
553.9837036,0.009277372621,
552.9337769,0.00939139165,
552.0336304,0.009326510131,
550.9832764,0.009639659896,
549.9326172,0.00956561137,
549.0318604,0.009190403856,
547.9807129,0.009567279369,
546.9293213,0.009323098697,
546.0278931,0.009253335185,
544.9760742,0.009349784814,
544.0742188,0.009085055441,
543.0219116,0.009258623235,
541.9692993,0.00870693475,
541.0668335,0.009362163022,
540.0137939,0.009667609818,
538.9604492,0.009634366259,
538.057373,0.009598744102,
537.00354,0.009525338188,
535.9495239,0.009608932771,
535.0458374,0.009514542297,
533.991272,0.009393825196,
532.9365234,0.01013516635,
532.0321655,0.009812708944,
530.9769287,0.009701279923,
530.0722656,0.009748505428,
529.0165405,0.009611394256,
527.9605713,0.01035612915,
527.0552368,0.01038571633,
525.9988403,0.01052203774,
524.9421387,0.0107418187,
524.0361938,0.01066612266,
522.9790649,0.01085924823,
522.0727539,0.01084117405,
521.0151978,0.0111685656,
519.9573364,0.01097264793,
519.050415,0.01111576706,
517.9921265,0.01140682399,
516.9335938,0.01155045815,
516.026062,0.01190020051,
