30,,
Wavelength (nm),Abs,
649.9767456,0.002069562208,
648.953125,0.001749761635,
647.9291992,0.00164414919,
647.0513306,0.002213237109,
646.0268555,0.001518585952,
645.0020752,0.00161044905,
643.9769897,0.002023891779,
642.9515991,0.001838944154,
642.0724487,0.001675097505,
641.0465088,0.00214161491,
640.0202637,0.002547205193,
638.9937134,0.001165551133,
637.9668579,0.002216489287,
636.9396973,0.002222759882,
636.059021,0.002184800105,
635.031311,0.002090110211,
634.0032959,0.002288722433,
632.9749756,0.002367162146,
631.9463501,0.00215787394,
631.0643921,0.002454154659,
630.0352173,0.002507628873,
629.0057983,0.002625144785,
627.9760132,0.002090682508,
626.9459229,0.002425571671,
626.0628052,0.002272953046,
625.0321655,0.002305950038,
624.0012817,0.002271521837,
622.9700928,0.002095442498,
621.9385986,0.002140730387,
621.0541992,0.002272979124,
620.0221558,0.002398916753,
618.9898071,0.002472586231,
617.9572144,0.002543481765,
617.0718384,0.002628999064,
616.0386963,0.002350010443,
615.005249,0.003066979116,
613.9714966,0.002326066839,
612.937439,0.002521818737,
612.0509033,0.002347251633,
611.0162964,0.00282702432,
609.9814453,0.002866108436,
608.9462891,0.003037730232,
608.0587769,0.003240088467,
607.0231323,0.002901235363,
605.9871216,0.002787109697,
604.9508667,0.003061895492,
604.062439,0.002975276671,
603.0256348,0.003303623525,
601.9885864,0.003269298933,
600.9511719,0.00336862891,
600.0618286,0.003167723073,
599.0239258,0.003258918412,
597.9857788,0.00339487358,
596.9473267,0.003408101154,
596.0569458,0.003647959558,
595.0180054,0.003553028684,
593.9787598,0.003385299118,
592.939209,0.003410240402,
592.0479736,0.003467825009,
591.0078735,0.003884555306,
589.9675293,0.00345877069,
588.9269409,0.003648090176,
588.03479,0.003740091575,
586.9936523,0.00358531368,
585.9522095,0.003963963129,
585.0593872,0.003884764155,
584.0174561,0.004001634195,
582.9752808,0.003935358953,
581.9328003,0.004322548863,
581.0390015,0.004142395686,
579.9960327,0.003968064208,
578.9527588,0.004202847835,
578.0583496,0.004149451852,
577.0145874,0.004231051542,
575.97052,0.004156508483,
574.9262085,0.004328562412,
574.0308838,0.004558937158,
572.986084,0.004275804386,
571.940979,0.004502960015,
571.0449829,0.004497205839,
569.9993896,0.004087099805,
568.9535522,0.004049943294,
568.0568848,0.004553286824,
567.0105591,0.00455506565,
565.9639282,0.004518967588,
565.0665894,0.00459435815,
564.0194702,0.004596006125,
562.9721069,0.004435718991,
562.0741577,0.004744758829,
561.0262451,0.004542273935,
559.9781494,0.004329634365,
558.9297485,0.004597654101,
558.0308838,0.004648384172,
556.9819946,0.004570970312,
555.9328003,0.004892122932,
555.0333252,0.004386661109,
553.9837036,0.004513317719,
552.9337769,0.004678291269,
552.0336304,0.004597837571,
550.9832764,0.004516875371,
549.9326172,0.004660237115,
549.0318604,0.004342471715,
547.9807129,0.004450311884,
546.9293213,0.004438438453,
546.0278931,0.004261792637,
544.9760742,0.004367311485,
544.0742188,0.004367154557,
543.0219116,0.004286575131,
541.9692993,0.004034031183,
541.0668335,0.004039021675,
540.0137939,0.004317764658,
538.9604492,0.004411712289,
538.057373,0.004287830088,
537.00354,0.004353296477,
535.9495239,0.004196914844,
535.0458374,0.00410115812,
533.991272,0.004089895636,
532.9365234,0.004567857366,
532.0321655,0.004306025803,
530.9769287,0.003920522053,
530.0722656,0.004159618635,
529.0165405,0.004176972434,
527.9605713,0.004271281883,
527.0552368,0.004084878601,
525.9988403,0.004066874739,
524.9421387,0.004135339521,
524.0361938,0.003976737615,
522.9790649,0.003735026345,
522.0727539,0.003585209372,
521.0151978,0.003537291428,
519.9573364,0.002728208899,
519.050415,0.002878720406,
517.9921265,0.002384210471,
516.9335938,0.002030627569,
516.026062,0.001812247327,
514.967041,0.001631858875,
514.0591431,0.001422561007,
512.9996948,0.001315729809,
511.940033,0.001668990823,
511.0315247,0.001906304504,
509.9713745,0.002283622045,
509.0625,0.002726333216,
508.0019226,0.002772103762,
506.9411011,0.003347394057,
506.0316162,0.003521424253,
504.9703674,0.003736566752,
504.0605164,0.003650778905,
502.9988098,0.004055561032,
501.9368591,0.003996801097,
501.0264282,0.004051432479,
499.9640198,0.004028204829,
499.0532227,0.004061518237,
497.990387,0.003740065498,
496.9273376,0.003974412568,
496.0159607,0.003982641734,
494.9524536,0.003945389763,
494.0407104,0.003952468745,
492.9767761,0.003751997836,
492.0646362,0.003725940129,
491.0002747,0.003564042272,
489.9356689,0.003535464639,
489.0229797,0.0032884432,
487.9579468,0.003169183154,
487.0448914,0.003036009846,
485.9794617,0.002979863901,
485.0660095,0.002706223866,
484.0001526,0.002901391592,
482.934021,0.002866916358,
482.02005,0.002825851785,
480.9535217,0.003051285632,
480.0391541,0.003117452376,
478.972229,0.003135599196,
478.0574951,0.003470147261,
476.9901428,0.003581659636,
476.0750732,0.003642503871,
475.0072632,0.003812526353,
473.93927,0.004053078592,
473.0236511,0.0042966404,
471.9552307,0.004444349092,
471.0392456,0.004470868036,
469.9703979,0.004644747358,
469.0540771,0.004953255877,
467.9848328,0.005174190737,
467.0681458,0.005289836321,
465.9984741,0.005662500858,
464.9285889,0.00598572148,
464.0113831,0.006584971678,
462.9410706,0.007229055744,
462.0234985,0.008089744486,
460.9528198,0.00935264118,
460.0349121,0.01016097516,
458.9638062,0.01187074929,
458.0455322,0.01435586158,
456.9740295,0.01721890643,
456.0554199,0.02025920711,
454.9835205,0.02426468208,
454.0645752,0.02777510136,
452.9922791,0.03408272937,
452.072998,0.0392656289,
451.0003052,0.04661067948,
449.9273682,0.05510837585,
449.0075684,0.06218628585,
447.9342651,0.07299946994,
447.0141296,0.08479067683,
445.9404297,0.0985943675,
445.019928,0.114360556,
443.9458618,0.1326001734,
443.0250244,0.1479278952,
441.9505615,0.1671300083,
441.0294189,0.1806814373,
439.9545288,0.192421779,
439.0330505,0.1988969147,
437.9577942,0.2013523877,
437.0360107,0.1999221295,
435.9603577,0.1945437938,
435.0382385,0.1875146329,
433.9622192,0.1777602136,
433.0397339,0.1691102237,
431.9633484,0.1587929577,
431.0405579,0.1479975134,
429.9637756,0.1363330483,
429.0406494,0.1259765178,
427.963501,0.1157913506,
427.0400696,0.1083099544,
425.9625549,0.09972599894,
425.0387878,0.09179390222,
423.9608765,0.08476928622,
423.0368042,0.07963053882,
421.9585571,0.07425507158,
421.0341492,0.07050359249,
419.9555054,0.06667555124,
419.0307922,0.06372608989,
417.9517822,0.06120657548,
417.0267639,0.05991230905,
415.9473877,0.05884231254,
415.0220642,0.05803028867,
413.9423218,0.05793659762,
413.0166626,0.05793000385,
411.936554,0.0587435849,
411.0105896,0.05922082812,
409.9301453,0.06074441597,
409.0038757,0.06238972396,
407.9230347,0.06447811425,
406.99646,0.06657490879,
406.0697632,0.06864221394,
404.9884033,0.07175543159,
404.0613708,0.07450511307,
402.9796753,0.07793149352,
402.0523682,0.0809308961,
400.9703064,0.08418092877,
400.0426941,0.08763014525,
398.9602661,0.09214728326,
398.0323486,0.09640982002,
396.949585,0.1019869447,
396.0213623,0.1061632708,
394.9382629,0.1125615835,
394.0097351,0.118874222,
392.9263,0.1263216883,
391.997467,0.1328625977,
391.068512,0.1375687718,
389.9845886,0.1443688571,
389.0553284,0.1503984928,
387.9710388,0.1562329531,
387.0415039,0.1600186527,
385.9568481,0.1632470191,
385.0270386,0.1659245342,
383.9420471,0.1682531387,
383.0119324,0.1696044058,
381.9266357,0.1710490584,
380.9962158,0.171481058,
380.0656738,0.1720721126,
378.9798889,0.1726922095,
378.0490723,0.1729104817,
376.9629517,0.1739870906,
376.0318298,0.1745967269,
374.9453735,0.1759022623,
374.0139771,0.1765791327,
372.9271851,0.1781336218,
371.9955139,0.1793607324,
371.0637207,0.181042999,
369.9764709,0.1826610863,
